Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
6290006f	jal	x0,100ea8	  x0=0x00000000
00102bb7	lui	x23,0x102	 x23=0x00102000
d2fba227	fsw	f15,-732(x23)	 f23:0x00102000 f15:0x00102000 PA:0x00101d24 store:0x42f67c6a load:0x3f7d1f60
00102cb7	lui	x25,0x102	 x25=0x00102000
d20ca027	fsw	f0,-736(x25)	 f25:0x00102000  f0:0x00000000 PA:0x00101d20 store:0x43edefdf load:0x3f7d1f60
00102437	lui	x8,0x102	  x8=0x00102000
d0142c27	fsw	f1,-744(x8)	  f8:0x00102000  f1:0x00100fe0 PA:0x00101d18 store:0x3f7d1f60 load:0x3f7d1f60
d24ba107	flw	f2,-732(x23)	 f23:0x00102000  f2=0x00000000 PA:0x00101d24 store:0x00000000
d20ca707	flw	f14,-736(x25)	 f25:0x00102000 f14=0x00000000 PA:0x00101d20 store:0x43edefdf
001022b7	lui	x5,0x102	  x5=0x00102000
001024b7	lui	x9,0x102	  x9=0x00102000
00e171d3	fadd.s	f3,f2,f14	  f2:0x00137fa0 f14:0x00102000  f3=0x00000000
9c028513	addi	x10,x5,-1600	  x5:0x00102000 x10=0x001019c0
00102937	lui	x18,0x102	 x18=0x00102000
00200a13	addi	x20,x0,2	  x0:0x00000000 x20=0x00000002
d034ae27	fsw	f3,-740(x9)	  f9:0x00102000  f3:0x00000000 PA:0x00101d1c store:0x4415c77d load:0x43edefdf
86cff0ef	jal	x1,1000a0	  x1=0x00101038
00054803	lbu	x16,0(x10)	 x10:0x001019c0 x16=0x00000041 PA:0x001019c0 store:0x00000000
06080663	beq	x16,x0,100110	 x16:0x00000041  x0:0x00000000
000207b7	lui	x15,0x20	 x15=0x00020000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000041 PA:0x00020000 store:0x00000041 load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x001019c0 x14=0x00000064 PA:0x001019c1 store:0x00101038
04070e63	beq	x14,x0,100110	 x14:0x00000064  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000064 PA:0x00020000 store:0x00000064 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x001019c0  x5=0x00000064 PA:0x001019c2 store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000064  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000064 PA:0x00020000 store:0x00000064 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x001019c0  x6=0x00000020 PA:0x001019c3 store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000020  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x001019c0  x7=0x00000031 PA:0x001019c4 store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000031  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000031 PA:0x00020000 store:0x00000031 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x001019c0 x11=0x00000032 PA:0x001019c5 store:0x00000064
02058663	beq	x11,x0,100110	 x11:0x00000032  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x001019c0 x12=0x00000033 PA:0x001019c6 store:0x00000020
02060063	beq	x12,x0,100110	 x12:0x00000033  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x001019c0 x13=0x0000002e PA:0x001019c7 store:0x00000031
00850513	addi	x10,x10,8	 x10:0x001019c0 x10=0x001019c8
00068863	beq	x13,x0,100110	 x13:0x0000002e  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x0000002e PA:0x00020000 store:0x0000002e load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x001019c8 x16=0x00000032 PA:0x001019c8 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x00000032  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x001019c8 x14=0x00000034 PA:0x001019c9 store:0x00101038
04070e63	beq	x14,x0,100110	 x14:0x00000034  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000034 PA:0x00020000 store:0x00000034 load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x001019c8  x5=0x00000033 PA:0x001019ca store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000033  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x001019c8  x6=0x00000020 PA:0x001019cb store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000020  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x001019c8  x7=0x00000026 PA:0x001019cc store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000026  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000026 PA:0x00020000 store:0x00000026 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x001019c8 x11=0x00000020 PA:0x001019cd store:0x00000033
02058663	beq	x11,x0,100110	 x11:0x00000020  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x001019c8 x12=0x00000034 PA:0x001019ce store:0x00000020
02060063	beq	x12,x0,100110	 x12:0x00000034  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000034 PA:0x00020000 store:0x00000034 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x001019c8 x13=0x00000037 PA:0x001019cf store:0x00000026
00850513	addi	x10,x10,8	 x10:0x001019c8 x10=0x001019d0
00068863	beq	x13,x0,100110	 x13:0x00000037  x0:0x00000000
00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
00054803	lbu	x16,0(x10)	 x10:0x001019d0 x16=0x00000035 PA:0x001019d0 store:0x00000000
fa0810e3	bne	x16,x0,1000ac	 x16:0x00000035  x0:0x00000000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000035 PA:0x00020000 store:0x00000035 load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x001019d0 x14=0x0000002e PA:0x001019d1 store:0x00101038
04070e63	beq	x14,x0,100110	 x14:0x0000002e  x0:0x00000000
00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x0000002e PA:0x00020000 store:0x0000002e load:0x00000000
00254283	lbu	x5,2(x10)	 x10:0x001019d0  x5=0x00000038 PA:0x001019d2 store:0x00137fa0
04028863	beq	x5,x0,100110	  x5:0x00000038  x0:0x00000000
0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
00354303	lbu	x6,3(x10)	 x10:0x001019d0  x6=0x00000037 PA:0x001019d3 store:0x00000000
04030263	beq	x6,x0,100110	  x6:0x00000037  x0:0x00000000
0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
00454383	lbu	x7,4(x10)	 x10:0x001019d0  x7=0x00000035 PA:0x001019d4 store:0x00000000
02038c63	beq	x7,x0,100110	  x7:0x00000035  x0:0x00000000
0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000035 PA:0x00020000 store:0x00000035 load:0x00000000
00554583	lbu	x11,5(x10)	 x10:0x001019d0 x11=0x0000003a PA:0x001019d5 store:0x00000038
02058663	beq	x11,x0,100110	 x11:0x0000003a  x0:0x00000000
00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x0000003a PA:0x00020000 store:0x0000003a load:0x00000000
00654603	lbu	x12,6(x10)	 x10:0x001019d0 x12=0x00000020 PA:0x001019d6 store:0x00000037
02060063	beq	x12,x0,100110	 x12:0x00000020  x0:0x00000000
00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
00754683	lbu	x13,7(x10)	 x10:0x001019d0 x13=0x00000000 PA:0x001019d7 store:0x00000035
00850513	addi	x10,x10,8	 x10:0x001019d0 x10=0x001019d8
00068863	beq	x13,x0,100110	 x13:0x00000000  x0:0x00000000
00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00101038  x0=0x00000000
d1c4a507	flw	f10,-740(x9)	  f9:0x00102000 f10=0x00000000 PA:0x00101d1c store:0x00000000
e05ff0ef	jal	x1,100e40	  x1=0x00101040
fe010113	addi	x2,x2,-32	  x2:0x00137fa0  x2=0x00137f80
00812c23	sw	x8,24(x2)	  x2:0x00137f80  x8:0x00102000 PA:0x00137f98 store:0x00102000 load:0x4415c77d
c0151453	fcvt.wu.s	x8,f10	 f10:0x00000000  x8=0x00000257
00112e23	sw	x1,28(x2)	  x2:0x00137f80  x1:0x00101040 PA:0x00137f9c store:0x00101040 load:0x4415c77d
00812627	fsw	f8,12(x2)	  f2:0x00137f80  f8:0x00000257 PA:0x00137f8c store:0x00000000 load:0x4415c77d
00040513	addi	x10,x8,0	  x8:0x00000257 x10=0x00000257
20a50453	fsgnj.s	f8,f10,f10	 f10:0x00000257 f10:0x00000257  f8=0x00000000
ac4ff0ef	jal	x1,100120	  x1=0x00100e60
01c55793	srli	x15,x10,0x1c	 x10:0x00000257 x15=0x00000000
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,1001fc	 x14:0x00000009 x15:0x00000000
03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
000205b7	lui	x11,0x20	 x11=0x00020000
00451613	slli	x12,x10,0x4	 x10:0x00000257 x12=0x00002570
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0x00002570 x13=0x00000000
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,100148	 x16:0x00000009 x13:0x00000000
03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
00020f37	lui	x30,0x20	 x30=0x00020000
00851f93	slli	x31,x10,0x8	 x10:0x00000257 x31=0x00025700
01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x00025700 x15=0x00000000
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
f2f76ae3	bltu	x14,x15,100164	 x14:0x00000009 x15:0x00000000
03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
000205b7	lui	x11,0x20	 x11=0x00020000
00c51613	slli	x12,x10,0xc	 x10:0x00000257 x12=0x00257000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0x00257000 x13=0x00000000
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,100180	 x16:0x00000009 x13:0x00000000
03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
00020f37	lui	x30,0x20	 x30=0x00020000
01051f93	slli	x31,x10,0x10	 x10:0x00000257 x31=0x02570000
01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x02570000 x15=0x00000000
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
f2f76ae3	bltu	x14,x15,10019c	 x14:0x00000009 x15:0x00000000
03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
000205b7	lui	x11,0x20	 x11=0x00020000
01451613	slli	x12,x10,0x14	 x10:0x00000257 x12=0x25700000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0x25700000 x13=0x00000002
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,1001b8	 x16:0x00000009 x13:0x00000002
03068e93	addi	x29,x13,48	 x13:0x00000002 x29=0x00000032
00020f37	lui	x30,0x20	 x30=0x00020000
01851f93	slli	x31,x10,0x18	 x10:0x00000257 x31=0x57000000
01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x57000000 x15=0x00000005
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
f2f76ae3	bltu	x14,x15,1001d4	 x14:0x00000009 x15:0x00000005
03078393	addi	x7,x15,48	 x15:0x00000005  x7=0x00000035
000205b7	lui	x11,0x20	 x11=0x00020000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000035 PA:0x00020000 store:0x00000035 load:0x00000000
00f57513	andi	x10,x10,15	 x10:0x00000257 x10=0x00000007
00900613	addi	x12,x0,9	  x0:0x00000000 x12=0x00000009
f2a67ae3	bgeu	x12,x10,1001ec	 x12:0x00000009 x10:0x00000007
03050893	addi	x17,x10,48	 x10:0x00000007 x17=0x00000037
00020e37	lui	x28,0x20	 x28=0x00020000
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00100e60  x0=0x00000000
00102537	lui	x10,0x102	 x10=0x00102000
a7050513	addi	x10,x10,-1424	 x10:0x00102000 x10=0x00101a70
a38ff0ef	jal	x1,1000a0	  x1=0x00100e6c
00054803	lbu	x16,0(x10)	 x10:0x00101a70 x16=0x0000002e PA:0x00101a70 store:0x00000000
06080663	beq	x16,x0,100110	 x16:0x0000002e  x0:0x00000000
000207b7	lui	x15,0x20	 x15=0x00020000
0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x0000002e PA:0x00020000 store:0x0000002e load:0x00000000
00154703	lbu	x14,1(x10)	 x10:0x00101a70 x14=0x00000000 PA:0x00101a71 store:0x00100e6c
04070e63	beq	x14,x0,100110	 x14:0x00000000  x0:0x00000000
00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00100e6c  x0=0x00000000
d01477d3	fcvt.s.wu	f15,x8	  x8:0x00000257 f15=0x00000000
001027b7	lui	x15,0x102	 x15=0x00102000
9287a087	flw	f1,-1752(x15)	 f15:0x00102000  f1=0x00000000 PA:0x00101928 store:0x4415c77d
08f47053	fsub.s	f0,f8,f15	  f8:0x00000257 f15:0x00102000  f0=0x00000000
01812403	lw	x8,24(x2)	  x2:0x00137f80  x8=0x00102000 PA:0x00137f98 store:0x00000000
01c12083	lw	x1,28(x2)	  x2:0x00137f80  x1=0x00101040 PA:0x00137f9c store:0x00020000
00c12407	flw	f8,12(x2)	  f2:0x00137f80  f8=0x00000000 PA:0x00137f8c store:0x00000000
10107153	fmul.s	f2,f0,f1	  f0:0x00000000  f1:0x00101040  f2=0x00000000
02010113	addi	x2,x2,32	  x2:0x00137f80  x2=0x00137fa0
c0111553	fcvt.wu.s	x10,f2	  f2:0x00137fa0 x10=0x00002db4
a8cff06f	jal	x0,100120	  x0=0x00000000
01c55793	srli	x15,x10,0x1c	 x10:0x00002db4 x15=0x00000000
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,1001fc	 x14:0x00000009 x15:0x00000000
03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
000205b7	lui	x11,0x20	 x11=0x00020000
00451613	slli	x12,x10,0x4	 x10:0x00002db4 x12=0x0002db40
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0x0002db40 x13=0x00000000
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,100148	 x16:0x00000009 x13:0x00000000
03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
00020f37	lui	x30,0x20	 x30=0x00020000
00851f93	slli	x31,x10,0x8	 x10:0x00002db4 x31=0x002db400
01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x002db400 x15=0x00000000
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
f2f76ae3	bltu	x14,x15,100164	 x14:0x00000009 x15:0x00000000
03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
000205b7	lui	x11,0x20	 x11=0x00020000
00c51613	slli	x12,x10,0xc	 x10:0x00002db4 x12=0x02db4000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0x02db4000 x13=0x00000000
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,100180	 x16:0x00000009 x13:0x00000000
03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
00020f37	lui	x30,0x20	 x30=0x00020000
01051f93	slli	x31,x10,0x10	 x10:0x00002db4 x31=0x2db40000
01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0x2db40000 x15=0x00000002
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
f2f76ae3	bltu	x14,x15,10019c	 x14:0x00000009 x15:0x00000002
03078393	addi	x7,x15,48	 x15:0x00000002  x7=0x00000032
000205b7	lui	x11,0x20	 x11=0x00020000
01451613	slli	x12,x10,0x14	 x10:0x00002db4 x12=0xdb400000
0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
01c65693	srli	x13,x12,0x1c	 x12:0xdb400000 x13=0x0000000d
00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
f2d86ae3	bltu	x16,x13,1001b8	 x16:0x00000009 x13:0x0000000d
03768893	addi	x17,x13,55	 x13:0x0000000d x17=0x00000044
00020e37	lui	x28,0x20	 x28=0x00020000
01851f93	slli	x31,x10,0x18	 x10:0x00002db4 x31=0xb4000000
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000044 PA:0x00020000 store:0x00000044 load:0x00000000
01cfd793	srli	x15,x31,0x1c	 x31:0xb4000000 x15=0x0000000b
00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
0cf77a63	bgeu	x14,x15,1002a4	 x14:0x00000009 x15:0x0000000b
03778293	addi	x5,x15,55	 x15:0x0000000b  x5=0x00000042
00020337	lui	x6,0x20	  x6=0x00020000
00532023	sw	x5,0(x6)	  x6:0x00020000  x5:0x00000042 PA:0x00020000 store:0x00000042 load:0x00000000
00f57513	andi	x10,x10,15	 x10:0x00002db4 x10=0x00000004
00900613	addi	x12,x0,9	  x0:0x00000000 x12=0x00000009
0ca66a63	bltu	x12,x10,1002bc	 x12:0x00000009 x10:0x00000004
03050893	addi	x17,x10,48	 x10:0x00000004 x17=0x00000034
00020e37	lui	x28,0x20	 x28=0x00020000
011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000034 PA:0x00020000 store:0x00000034 load:0x00000000
00008067	jalr	x0,0(x1)	  x1:0x00101040  x0=0x00000000
d1842587	flw	f11,-744(x8)	  f8:0x00102000 f11=0x00000000 PA:0x00101d18 store:0x00000000
f00002d3	fmv.w.x	f5,x0	  x0:0x00000000  f5=0x00000000
d1492607	flw	f12,-748(x18)	 f18:0x00102000 f12=0x00000000 PA:0x00101d14 store:0x00000000
d1c4a207	flw	f4,-740(x9)	  f9:0x00102000  f4=0x00000000 PA:0x00101d1c store:0x00000000
d1842687	flw	f13,-744(x8)	  f8:0x00102000 f13=0x00000000 PA:0x00101d18 store:0x00000000
60b2f343	fmadd.s	f6,f5,f11,f12	  f5:0x00000042 f11:0x00020000 f12:0x00000042  f6=0x00000000
00100313	addi	x6,x0,1	  x0:0x00000000  x6=0x00000001
00d273d3	fadd.s	f7,f4,f13	  f4:0x00000000 f13:0x0000000d  f7=0x00000000
d1842407	flw	f8,-744(x8)	  f8:0x00102000  f8=0x00000000 PA:0x00101d18 store:0x00000000
d00378d3	fcvt.s.w	f17,x6	  x6:0x00000001 f17=0x00000000
d0692a27	fsw	f6,-748(x18)	 f18:0x00102000  f6:0x00000001 PA:0x00101d14 store:0x00000000 load:0x3f7d1f60
d1492487	flw	f9,-748(x18)	 f18:0x00102000  f9=0x00000000 PA:0x00101d14 store:0x00000000
d074ae27	fsw	f7,-740(x9)	  f9:0x00102000  f7:0x00000032 PA:0x00101d1c store:0x441606c5 load:0x00000000
d1c4a507	flw	f10,-740(x9)	  f9:0x00102000 f10=0x00000000 PA:0x00101d1c store:0x00000000
d1842807	flw	f16,-744(x8)	  f8:0x00102000 f16=0x00000000 PA:0x00101d18 store:0x00000000
4888f943	fmadd.s	f18,f17,f8,f9	 f17:0x00000034  f8:0x00102000  f9:0x00000034 f18=0x00000000
06400393	addi	x7,x0,100	  x0:0x00000000  x7=0x00000064
010579d3	fadd.s	f19,f10,f16	 f10:0x00000004 f16:0x00000009 f19=0x00000000
d1292a27	fsw	f18,-748(x18)	 f18:0x00102000 f18:0x00102000 PA:0x00101d14 store:0x3f7d1f60 load:0x3f7d1f60
d134ae27	fsw	f19,-740(x9)	  f9:0x00102000 f19:0x00000000 PA:0x00101d1c store:0x4416460d load:0x3f7d1f60
d1842a07	flw	f20,-744(x8)	  f8:0x00102000 f20=0x00000000 PA:0x00101d18 store:0x00000000
d00a7ad3	fcvt.s.w	f21,x20	 x20:0x00000002 f21=0x00000000
d1492e07	flw	f28,-748(x18)	 f18:0x00102000 f28=0x00000000 PA:0x00101d14 store:0x3f7d1f60
001a0093	addi	x1,x20,1	 x20:0x00000002  x1=0x00000003
d1c4ae87	flw	f29,-740(x9)	  f9:0x00102000 f29=0x00000000 PA:0x00101d1c store:0x3f7d1f60
e14aff43	fmadd.s	f30,f21,f20,f28	 f21:0x00000000 f20:0x00000002 f28:0x00000000 f30=0x00000000
d1842f87	flw	f31,-744(x8)	  f8:0x00102000 f31=0x00000000 PA:0x00101d18 store:0x00000000
d000f053	fcvt.s.w	f0,x1	  x1:0x00000003  f0=0x00000000
d1842087	flw	f1,-744(x8)	  f8:0x00102000  f1=0x00000000 PA:0x00101d18 store:0x00000000
01fef153	fadd.s	f2,f29,f31	 f29:0x00000030 f31:0xb4000000  f2=0x00000000
d1e92a27	fsw	f30,-748(x18)	 f18:0x00102000 f30:0x00020000 PA:0x00101d14 store:0x403dd788 load:0x3f7d1f60
d1492707	flw	f14,-748(x18)	 f18:0x00102000 f14=0x00000000 PA:0x00101d14 store:0x3f7d1f60
002a0593	addi	x11,x20,2	 x20:0x00000002 x11=0x00000004
d005f7d3	fcvt.s.w	f15,x11	 x11:0x00000004 f15=0x00000000
701071c3	fmadd.s	f3,f0,f1,f14	  f0:0x00000000  f1:0x00000003 f14:0x00000000  f3=0x00000000
d024ae27	fsw	f2,-740(x9)	  f9:0x00102000  f2:0x00137fa0 PA:0x00101d1c store:0x44168555 load:0x403dd788
d1c4a207	flw	f4,-740(x9)	  f9:0x00102000  f4=0x00000000 PA:0x00101d1c store:0x3f7d1f60
d1842587	flw	f11,-744(x8)	  f8:0x00102000 f11=0x00000000 PA:0x00101d18 store:0x00000000
d1842607	flw	f12,-744(x8)	  f8:0x00102000 f12=0x00000000 PA:0x00101d18 store:0x00000000
d0392a27	fsw	f3,-748(x18)	 f18:0x00102000  f3:0x00000000 PA:0x00101d14 store:0x40bdd788 load:0x3f7d1f60
d1492287	flw	f5,-748(x18)	 f18:0x00102000  f5=0x00000000 PA:0x00101d14 store:0x3f7d1f60
00b276d3	fadd.s	f13,f4,f11	  f4:0x00000000 f11:0x00000004 f13=0x00000000
003a0613	addi	x12,x20,3	 x20:0x00000002 x12=0x00000005
28c7f343	fmadd.s	f6,f15,f12,f5	 f15:0x0000000b f12:0x00000005  f5:0x0000000b  f6=0x00000000
d00673d3	fcvt.s.w	f7,x12	 x12:0x00000005  f7=0x00000000
004a0813	addi	x16,x20,4	 x20:0x00000002 x16=0x00000006
d0d4ae27	fsw	f13,-740(x9)	  f9:0x00102000 f13:0x0000000d PA:0x00101d1c store:0x4416c49d load:0x40bdd788
d1c4a407	flw	f8,-740(x9)	  f9:0x00102000  f8=0x00000000 PA:0x00101d1c store:0x3f7d1f60
d0692a27	fsw	f6,-748(x18)	 f18:0x00102000  f6:0x00000001 PA:0x00101d14 store:0x411e339c load:0x4416c49d
d1842487	flw	f9,-744(x8)	  f8:0x00102000  f9=0x00000000 PA:0x00101d18 store:0x00000000
d1842507	flw	f10,-744(x8)	  f8:0x00102000 f10=0x00000000 PA:0x00101d18 store:0x00000000
d1492807	flw	f16,-748(x18)	 f18:0x00102000 f16=0x00000000 PA:0x00101d14 store:0x3f7d1f60
009478d3	fadd.s	f17,f8,f9	  f8:0x00102000  f9:0x00102000 f17=0x00000000
d0087953	fcvt.s.w	f18,x16	 x16:0x00000006 f18=0x00000000
80a3f9c3	fmadd.s	f19,f7,f10,f16	  f7:0x00000064 f10:0x00000004 f16:0x00000064 f19=0x00000000
005a0893	addi	x17,x20,5	 x20:0x00000002 x17=0x00000007
d008fa53	fcvt.s.w	f20,x17	 x17:0x00000007 f20=0x00000000
d114ae27	fsw	f17,-740(x9)	  f9:0x00102000 f17:0x00000007 PA:0x00101d1c store:0x441703e5 load:0x411e339c
d1c4aa87	flw	f21,-740(x9)	  f9:0x00102000 f21=0x00000000 PA:0x00101d1c store:0x3f7d1f60
d1392a27	fsw	f19,-748(x18)	 f18:0x00102000 f19:0x00000000 PA:0x00101d14 store:0x416d4d6a load:0x441703e5
d1842e07	flw	f28,-744(x8)	  f8:0x00102000 f28=0x00000000 PA:0x00101d18 store:0x00000000
d1842e87	flw	f29,-744(x8)	  f8:0x00102000 f29=0x00000000 PA:0x00101d18 store:0x00000000
d1492f07	flw	f30,-748(x18)	 f18:0x00102000 f30=0x00000000 PA:0x00101d14 store:0x40e00000
01caffd3	fadd.s	f31,f21,f28	 f21:0x00000000 f28:0x00020000 f31=0x00000000
006a0993	addi	x19,x20,6	 x20:0x00000002 x19=0x00000008
f1d97043	fmadd.s	f0,f18,f29,f30	 f18:0x00102000 f29:0x00000030 f30:0x00102000  f0=0x00000000
d009f0d3	fcvt.s.w	f1,x19	 x19:0x00000008  f1=0x00000000
007a0a13	addi	x20,x20,7	 x20:0x00000002 x20=0x00000009
d1f4ae27	fsw	f31,-740(x9)	  f9:0x00102000 f31:0xb4000000 PA:0x00101d1c store:0x4417432d load:0x416d4d6a
d1c4a107	flw	f2,-740(x9)	  f9:0x00102000  f2=0x00000000 PA:0x00101d1c store:0x3f7d1f60
