Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
             20	         6	00100080	6290006f	jal	x0,100ea8	  x0=0x00000000
             22	         7	00100ea8	00000093	addi	x1,x0,0	  x0:0x00000000  x1=0x00000000
             24	         8	00100eac	00008113	addi	x2,x1,0	  x1:0x00000000  x2=0x00000000
             26	         9	00100eb0	00008193	addi	x3,x1,0	  x1:0x00000000  x3=0x00000000
             28	        10	00100eb4	00008213	addi	x4,x1,0	  x1:0x00000000  x4=0x00000000
             30	        11	00100eb8	00008293	addi	x5,x1,0	  x1:0x00000000  x5=0x00000000
             32	        12	00100ebc	00008313	addi	x6,x1,0	  x1:0x00000000  x6=0x00000000
             34	        13	00100ec0	00008393	addi	x7,x1,0	  x1:0x00000000  x7=0x00000000
             36	        14	00100ec4	00008413	addi	x8,x1,0	  x1:0x00000000  x8=0x00000000
             38	        15	00100ec8	00008493	addi	x9,x1,0	  x1:0x00000000  x9=0x00000000
             40	        16	00100ecc	00008513	addi	x10,x1,0	  x1:0x00000000 x10=0x00000000
             42	        17	00100ed0	00008593	addi	x11,x1,0	  x1:0x00000000 x11=0x00000000
             44	        18	00100ed4	00008613	addi	x12,x1,0	  x1:0x00000000 x12=0x00000000
             46	        19	00100ed8	00008693	addi	x13,x1,0	  x1:0x00000000 x13=0x00000000
             48	        20	00100edc	00008713	addi	x14,x1,0	  x1:0x00000000 x14=0x00000000
             50	        21	00100ee0	00008793	addi	x15,x1,0	  x1:0x00000000 x15=0x00000000
             52	        22	00100ee4	00008813	addi	x16,x1,0	  x1:0x00000000 x16=0x00000000
             54	        23	00100ee8	00008893	addi	x17,x1,0	  x1:0x00000000 x17=0x00000000
             56	        24	00100eec	00008913	addi	x18,x1,0	  x1:0x00000000 x18=0x00000000
             58	        25	00100ef0	00008993	addi	x19,x1,0	  x1:0x00000000 x19=0x00000000
             60	        26	00100ef4	00008a13	addi	x20,x1,0	  x1:0x00000000 x20=0x00000000
             62	        27	00100ef8	00008a93	addi	x21,x1,0	  x1:0x00000000 x21=0x00000000
             64	        28	00100efc	00008b13	addi	x22,x1,0	  x1:0x00000000 x22=0x00000000
             66	        29	00100f00	00008b93	addi	x23,x1,0	  x1:0x00000000 x23=0x00000000
             68	        30	00100f04	00008c13	addi	x24,x1,0	  x1:0x00000000 x24=0x00000000
             70	        31	00100f08	00008c93	addi	x25,x1,0	  x1:0x00000000 x25=0x00000000
             72	        32	00100f0c	00008d13	addi	x26,x1,0	  x1:0x00000000 x26=0x00000000
             74	        33	00100f10	00008d93	addi	x27,x1,0	  x1:0x00000000 x27=0x00000000
             76	        34	00100f14	00008e13	addi	x28,x1,0	  x1:0x00000000 x28=0x00000000
             78	        35	00100f18	00008e93	addi	x29,x1,0	  x1:0x00000000 x29=0x00000000
             80	        36	00100f1c	00008f13	addi	x30,x1,0	  x1:0x00000000 x30=0x00000000
             82	        37	00100f20	00008f93	addi	x31,x1,0	  x1:0x00000000 x31=0x00000000
             84	        38	00100f24	00037117	auipc	x2,0x37	  x2=0x00137f24
             86	        39	00100f28	0dc10113	addi	x2,x2,220	  x2:0x00137f24  x2=0x00138000
             88	        40	00100f2c	00001d17	auipc	x26,0x1	 x26=0x00101f2c
             90	        41	00100f30	aacd0d13	addi	x26,x26,-1364	 x26:0x00101f2c x26=0x001019d8
             92	        42	00100f34	00001d97	auipc	x27,0x1	 x27=0x00101f34
             94	        43	00100f38	b0cd8d93	addi	x27,x27,-1268	 x27:0x00101f34 x27=0x00101a40
             96	        44	00100f3c	01bd5863	bge	x26,x27,100f4c	 x26:0x001019d8 x27:0x00101a40
            100	        46	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019d8  x0:0x00000000 PA:0x001019d8 store:0x00000000 load:0x00000000
            102	        47	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019d8 x26=0x001019dc
            106	        49	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019dc
            112	        52	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019dc  x0:0x00000000 PA:0x001019dc store:0x00000000 load:0x00000000
            114	        53	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019dc x26=0x001019e0
            118	        55	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019e0
            124	        58	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019e0  x0:0x00000000 PA:0x001019e0 store:0x00000000 load:0x00000000
            126	        59	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019e0 x26=0x001019e4
            130	        61	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019e4
            136	        64	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019e4  x0:0x00000000 PA:0x001019e4 store:0x00000000 load:0x00000000
            138	        65	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019e4 x26=0x001019e8
            142	        67	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019e8
            148	        70	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019e8  x0:0x00000000 PA:0x001019e8 store:0x00000000 load:0x00000000
            150	        71	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019e8 x26=0x001019ec
            154	        73	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019ec
            160	        76	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019ec  x0:0x00000000 PA:0x001019ec store:0x00000000 load:0x00000000
            162	        77	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019ec x26=0x001019f0
            166	        79	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019f0
            172	        82	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019f0  x0:0x00000000 PA:0x001019f0 store:0x00000000 load:0x00000000
            174	        83	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019f0 x26=0x001019f4
            178	        85	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019f4
            184	        88	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019f4  x0:0x00000000 PA:0x001019f4 store:0x00000000 load:0x00000000
            186	        89	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019f4 x26=0x001019f8
            190	        91	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019f8
            196	        94	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019f8  x0:0x00000000 PA:0x001019f8 store:0x00000000 load:0x00000000
            198	        95	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019f8 x26=0x001019fc
            202	        97	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x001019fc
            208	       100	00100f40	000d2023	sw	x0,0(x26)	 x26:0x001019fc  x0:0x00000000 PA:0x001019fc store:0x00000000 load:0x00000000
            210	       101	00100f44	004d0d13	addi	x26,x26,4	 x26:0x001019fc x26=0x00101a00
            214	       103	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a00
            220	       106	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a00  x0:0x00000000 PA:0x00101a00 store:0x00000000 load:0x00000000
            222	       107	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a00 x26=0x00101a04
            226	       109	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a04
            232	       112	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a04  x0:0x00000000 PA:0x00101a04 store:0x00000000 load:0x00000000
            234	       113	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a04 x26=0x00101a08
            238	       115	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a08
            244	       118	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a08  x0:0x00000000 PA:0x00101a08 store:0x00000000 load:0x00000000
            246	       119	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a08 x26=0x00101a0c
            250	       121	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a0c
            256	       124	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a0c  x0:0x00000000 PA:0x00101a0c store:0x00000000 load:0x00000000
            258	       125	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a0c x26=0x00101a10
            262	       127	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a10
            268	       130	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a10  x0:0x00000000 PA:0x00101a10 store:0x00000000 load:0x00000000
            270	       131	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a10 x26=0x00101a14
            274	       133	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a14
            280	       136	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a14  x0:0x00000000 PA:0x00101a14 store:0x00000000 load:0x00000000
            282	       137	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a14 x26=0x00101a18
            286	       139	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a18
            292	       142	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a18  x0:0x00000000 PA:0x00101a18 store:0x00000000 load:0x00000000
            294	       143	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a18 x26=0x00101a1c
            298	       145	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a1c
            304	       148	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a1c  x0:0x00000000 PA:0x00101a1c store:0x00000000 load:0x00000000
            306	       149	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a1c x26=0x00101a20
            310	       151	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a20
            316	       154	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a20  x0:0x00000000 PA:0x00101a20 store:0x00000000 load:0x00000000
            318	       155	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a20 x26=0x00101a24
            322	       157	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a24
            328	       160	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a24  x0:0x00000000 PA:0x00101a24 store:0x00000000 load:0x00000000
            330	       161	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a24 x26=0x00101a28
            334	       163	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a28
            340	       166	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a28  x0:0x00000000 PA:0x00101a28 store:0x00000000 load:0x00000000
            342	       167	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a28 x26=0x00101a2c
            346	       169	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a2c
            352	       172	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a2c  x0:0x00000000 PA:0x00101a2c store:0x00000000 load:0x00000000
            354	       173	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a2c x26=0x00101a30
            358	       175	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a30
            364	       178	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a30  x0:0x00000000 PA:0x00101a30 store:0x00000000 load:0x00000000
            366	       179	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a30 x26=0x00101a34
            370	       181	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a34
            376	       184	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a34  x0:0x00000000 PA:0x00101a34 store:0x00000000 load:0x00000000
            378	       185	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a34 x26=0x00101a38
            382	       187	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a38
            388	       190	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a38  x0:0x00000000 PA:0x00101a38 store:0x00000000 load:0x00000000
            390	       191	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a38 x26=0x00101a3c
            394	       193	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a3c
            400	       196	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a3c  x0:0x00000000 PA:0x00101a3c store:0x00000000 load:0x00000000
            402	       197	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a3c x26=0x00101a40
            406	       199	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a40
            412	       202	00100f40	000d2023	sw	x0,0(x26)	 x26:0x00101a40  x0:0x00000000 PA:0x00101a40 store:0x00000000 load:0x00000000
            414	       203	00100f44	004d0d13	addi	x26,x26,4	 x26:0x00101a40 x26=0x00101a44
            416	       204	00100f48	ffaddce3	bge	x27,x26,100f40	 x27:0x00101a40 x26:0x00101a44
            418	       205	00100f4c	00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
            420	       206	00100f50	00000593	addi	x11,x0,0	  x0:0x00000000 x11=0x00000000
            424	       208	00100f54	01c000ef	jal	x1,100f70	  x1=0x00100f58
            426	       209	00100f70	fc010113	addi	x2,x2,-64	  x2:0x00138000  x2=0x00137fc0
            428	       210	00100f74	00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
            432	       212	00100f78	02112e23	sw	x1,60(x2)	  x2:0x00137fc0  x1:0x00100f58 PA:0x00137ffc store:0x00100f58 load:0x00000000
            436	       214	00100f7c	02812c23	sw	x8,56(x2)	  x2:0x00137fc0  x8:0x00000000 PA:0x00137ff8 store:0x00000000 load:0x00000000
            440	       216	00100f80	02912a23	sw	x9,52(x2)	  x2:0x00137fc0  x9:0x00000000 PA:0x00137ff4 store:0x00000000 load:0x00000000
            444	       218	00100f84	03212823	sw	x18,48(x2)	  x2:0x00137fc0 x18:0x00000000 PA:0x00137ff0 store:0x00000000 load:0x00000000
            448	       220	00100f88	03312623	sw	x19,44(x2)	  x2:0x00137fc0 x19:0x00000000 PA:0x00137fec store:0x00000000 load:0x00000000
            452	       222	00100f8c	03412423	sw	x20,40(x2)	  x2:0x00137fc0 x20:0x00000000 PA:0x00137fe8 store:0x00000000 load:0x00000000
            456	       224	00100f90	03512223	sw	x21,36(x2)	  x2:0x00137fc0 x21:0x00000000 PA:0x00137fe4 store:0x00000000 load:0x00000000
            460	       226	00100f94	03612023	sw	x22,32(x2)	  x2:0x00137fc0 x22:0x00000000 PA:0x00137fe0 store:0x00000000 load:0x00000000
            464	       228	00100f98	01712e23	sw	x23,28(x2)	  x2:0x00137fc0 x23:0x00000000 PA:0x00137fdc store:0x00000000 load:0x00000000
            468	       230	00100f9c	01812c23	sw	x24,24(x2)	  x2:0x00137fc0 x24:0x00000000 PA:0x00137fd8 store:0x00000000 load:0x00000000
            472	       232	00100fa0	01912a23	sw	x25,20(x2)	  x2:0x00137fc0 x25:0x00000000 PA:0x00137fd4 store:0x00000000 load:0x00000000
            476	       234	00100fa4	01a12823	sw	x26,16(x2)	  x2:0x00137fc0 x26:0x00101a44 PA:0x00137fd0 store:0x00101a44 load:0x00000000
            480	       236	00100fa8	01b12623	sw	x27,12(x2)	  x2:0x00137fc0 x27:0x00101a40 PA:0x00137fcc store:0x00101a40 load:0x00000000
            484	       238	00100fac	cb4ff0ef	jal	x1,100460	  x1=0x00100fb0
            486	       239	00100460	00153513	sltiu	x10,x10,1	 x10:0x00000000 x10=0x00000001
            488	       240	00100464	40a002b3	sub	x5,x0,x10	  x0:0x00000000 x10:0x00000001  x5=0xffffffff
            490	       241	00100468	32029073	csrrw	x0,mcountinhibit,x5	  x5:0xffffffff  x0=0x00000000
            494	       243	0010046c	00008067	jalr	x0,0(x1)	  x1:0x00100fb0  x0=0x00000000
            498	       245	00100fb0	bb0ff0ef	jal	x1,100360	  x1=0x00100fb4
            500	       246	00100360	b0201073	csrrw	x0,minstret,x0	  x0:0x00000000  x0=0x00000000
            502	       247	00100364	b0001073	csrrw	x0,mcycle,x0	  x0:0x00000000  x0=0x00000000
            504	       248	00100368	b0301073	csrrw	x0,mhpmcounter3,x0	  x0:0x00000000  x0=0x00000000
            506	       249	0010036c	b0401073	csrrw	x0,mhpmcounter4,x0	  x0:0x00000000  x0=0x00000000
            508	       250	00100370	b0501073	csrrw	x0,mhpmcounter5,x0	  x0:0x00000000  x0=0x00000000
            510	       251	00100374	b0601073	csrrw	x0,mhpmcounter6,x0	  x0:0x00000000  x0=0x00000000
            512	       252	00100378	b0701073	csrrw	x0,mhpmcounter7,x0	  x0:0x00000000  x0=0x00000000
            514	       253	0010037c	b0801073	csrrw	x0,mhpmcounter8,x0	  x0:0x00000000  x0=0x00000000
            516	       254	00100380	b0901073	csrrw	x0,mhpmcounter9,x0	  x0:0x00000000  x0=0x00000000
            518	       255	00100384	b0a01073	csrrw	x0,mhpmcounter10,x0	  x0:0x00000000  x0=0x00000000
            520	       256	00100388	b0b01073	csrrw	x0,mhpmcounter11,x0	  x0:0x00000000  x0=0x00000000
            522	       257	0010038c	b0c01073	csrrw	x0,mhpmcounter12,x0	  x0:0x00000000  x0=0x00000000
            524	       258	00100390	b0d01073	csrrw	x0,mhpmcounter13,x0	  x0:0x00000000  x0=0x00000000
            526	       259	00100394	b0e01073	csrrw	x0,mhpmcounter14,x0	  x0:0x00000000  x0=0x00000000
            528	       260	00100398	b0f01073	csrrw	x0,mhpmcounter15,x0	  x0:0x00000000  x0=0x00000000
            530	       261	0010039c	b1001073	csrrw	x0,mhpmcounter16,x0	  x0:0x00000000  x0=0x00000000
            532	       262	001003a0	b1101073	csrrw	x0,mhpmcounter17,x0	  x0:0x00000000  x0=0x00000000
            534	       263	001003a4	b1201073	csrrw	x0,mhpmcounter18,x0	  x0:0x00000000  x0=0x00000000
            536	       264	001003a8	b1301073	csrrw	x0,mhpmcounter19,x0	  x0:0x00000000  x0=0x00000000
            538	       265	001003ac	b1401073	csrrw	x0,mhpmcounter20,x0	  x0:0x00000000  x0=0x00000000
            540	       266	001003b0	b1501073	csrrw	x0,mhpmcounter21,x0	  x0:0x00000000  x0=0x00000000
            542	       267	001003b4	b1601073	csrrw	x0,mhpmcounter22,x0	  x0:0x00000000  x0=0x00000000
            544	       268	001003b8	b1701073	csrrw	x0,mhpmcounter23,x0	  x0:0x00000000  x0=0x00000000
            546	       269	001003bc	b1801073	csrrw	x0,mhpmcounter24,x0	  x0:0x00000000  x0=0x00000000
            548	       270	001003c0	b1901073	csrrw	x0,mhpmcounter25,x0	  x0:0x00000000  x0=0x00000000
            550	       271	001003c4	b1a01073	csrrw	x0,mhpmcounter26,x0	  x0:0x00000000  x0=0x00000000
            552	       272	001003c8	b1b01073	csrrw	x0,mhpmcounter27,x0	  x0:0x00000000  x0=0x00000000
            554	       273	001003cc	b1c01073	csrrw	x0,mhpmcounter28,x0	  x0:0x00000000  x0=0x00000000
            556	       274	001003d0	b1d01073	csrrw	x0,mhpmcounter29,x0	  x0:0x00000000  x0=0x00000000
            558	       275	001003d4	b1e01073	csrrw	x0,mhpmcounter30,x0	  x0:0x00000000  x0=0x00000000
            560	       276	001003d8	b1f01073	csrrw	x0,mhpmcounter31,x0	  x0:0x00000000  x0=0x00000000
            562	       277	001003dc	b8201073	csrrw	x0,minstreth,x0	  x0:0x00000000  x0=0x00000000
            564	       278	001003e0	b8001073	csrrw	x0,mcycleh,x0	  x0:0x00000000  x0=0x00000000
            566	       279	001003e4	b8301073	csrrw	x0,mhpmcounter3h,x0	  x0:0x00000000  x0=0x00000000
            568	       280	001003e8	b8401073	csrrw	x0,mhpmcounter4h,x0	  x0:0x00000000  x0=0x00000000
            570	       281	001003ec	b8501073	csrrw	x0,mhpmcounter5h,x0	  x0:0x00000000  x0=0x00000000
            572	       282	001003f0	b8601073	csrrw	x0,mhpmcounter6h,x0	  x0:0x00000000  x0=0x00000000
            574	       283	001003f4	b8701073	csrrw	x0,mhpmcounter7h,x0	  x0:0x00000000  x0=0x00000000
            576	       284	001003f8	b8801073	csrrw	x0,mhpmcounter8h,x0	  x0:0x00000000  x0=0x00000000
            578	       285	001003fc	b8901073	csrrw	x0,mhpmcounter9h,x0	  x0:0x00000000  x0=0x00000000
            580	       286	00100400	b8a01073	csrrw	x0,mhpmcounter10h,x0	  x0:0x00000000  x0=0x00000000
            582	       287	00100404	b8b01073	csrrw	x0,mhpmcounter11h,x0	  x0:0x00000000  x0=0x00000000
            584	       288	00100408	b8c01073	csrrw	x0,mhpmcounter12h,x0	  x0:0x00000000  x0=0x00000000
            586	       289	0010040c	b8d01073	csrrw	x0,mhpmcounter13h,x0	  x0:0x00000000  x0=0x00000000
            588	       290	00100410	b8e01073	csrrw	x0,mhpmcounter14h,x0	  x0:0x00000000  x0=0x00000000
            590	       291	00100414	b8f01073	csrrw	x0,mhpmcounter15h,x0	  x0:0x00000000  x0=0x00000000
            592	       292	00100418	b9001073	csrrw	x0,mhpmcounter16h,x0	  x0:0x00000000  x0=0x00000000
            594	       293	0010041c	b9101073	csrrw	x0,mhpmcounter17h,x0	  x0:0x00000000  x0=0x00000000
            596	       294	00100420	b9201073	csrrw	x0,mhpmcounter18h,x0	  x0:0x00000000  x0=0x00000000
            598	       295	00100424	b9301073	csrrw	x0,mhpmcounter19h,x0	  x0:0x00000000  x0=0x00000000
            600	       296	00100428	b9401073	csrrw	x0,mhpmcounter20h,x0	  x0:0x00000000  x0=0x00000000
            602	       297	0010042c	b9501073	csrrw	x0,mhpmcounter21h,x0	  x0:0x00000000  x0=0x00000000
            604	       298	00100430	b9601073	csrrw	x0,mhpmcounter22h,x0	  x0:0x00000000  x0=0x00000000
            606	       299	00100434	b9701073	csrrw	x0,mhpmcounter23h,x0	  x0:0x00000000  x0=0x00000000
            608	       300	00100438	b9801073	csrrw	x0,mhpmcounter24h,x0	  x0:0x00000000  x0=0x00000000
            610	       301	0010043c	b9901073	csrrw	x0,mhpmcounter25h,x0	  x0:0x00000000  x0=0x00000000
            612	       302	00100440	b9a01073	csrrw	x0,mhpmcounter26h,x0	  x0:0x00000000  x0=0x00000000
            614	       303	00100444	b9b01073	csrrw	x0,mhpmcounter27h,x0	  x0:0x00000000  x0=0x00000000
            616	       304	00100448	b9c01073	csrrw	x0,mhpmcounter28h,x0	  x0:0x00000000  x0=0x00000000
            618	       305	0010044c	b9d01073	csrrw	x0,mhpmcounter29h,x0	  x0:0x00000000  x0=0x00000000
            620	       306	00100450	b9e01073	csrrw	x0,mhpmcounter30h,x0	  x0:0x00000000  x0=0x00000000
            622	       307	00100454	b9f01073	csrrw	x0,mhpmcounter31h,x0	  x0:0x00000000  x0=0x00000000
            626	       309	00100458	00008067	jalr	x0,0(x1)	  x1:0x00100fb4  x0=0x00000000
            628	       310	00100fb4	00100513	addi	x10,x0,1	  x0:0x00000000 x10=0x00000001
            632	       312	00100fb8	ca8ff0ef	jal	x1,100460	  x1=0x00100fbc
            634	       313	00100460	00153513	sltiu	x10,x10,1	 x10:0x00000001 x10=0x00000000
            636	       314	00100464	40a002b3	sub	x5,x0,x10	  x0:0x00000000 x10:0x00000000  x5=0x00000000
            638	       315	00100468	32029073	csrrw	x0,mcountinhibit,x5	  x5:0x00000000  x0=0x00000000
            642	       317	0010046c	00008067	jalr	x0,0(x1)	  x1:0x00100fbc  x0=0x00000000
            644	       318	00100fbc	00101537	lui	x10,0x101	 x10=0x00101000
            646	       319	00100fc0	6f050513	addi	x10,x10,1776	 x10:0x00101000 x10=0x001016f0
            650	       321	00100fc4	8dcff0ef	jal	x1,1000a0	  x1=0x00100fc8
            654	       323	001000a0	00054803	lbu	x16,0(x10)	 x10:0x001016f0 x16=0x00000048 PA:0x001016f0 store:0x00000000
            656	       324	001000a4	06080663	beq	x16,x0,100110	 x16:0x00000048  x0:0x00000000
            658	       325	001000a8	000207b7	lui	x15,0x20	 x15=0x00020000
            662	       327	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000048 PA:0x00020000 store:0x00000048 load:0x00000000
            666	       329	001000b0	00154703	lbu	x14,1(x10)	 x10:0x001016f0 x14=0x00000065 PA:0x001016f1 store:0x00100fc8
            668	       330	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000065  x0:0x00000000
            672	       332	001000b8	00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
            676	       334	001000bc	00254283	lbu	x5,2(x10)	 x10:0x001016f0  x5=0x0000006c PA:0x001016f2 store:0x00137fc0
            678	       335	001000c0	04028863	beq	x5,x0,100110	  x5:0x0000006c  x0:0x00000000
            682	       337	001000c4	0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
            686	       339	001000c8	00354303	lbu	x6,3(x10)	 x10:0x001016f0  x6=0x0000006c PA:0x001016f3 store:0x00000000
            688	       340	001000cc	04030263	beq	x6,x0,100110	  x6:0x0000006c  x0:0x00000000
            692	       342	001000d0	0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
            696	       344	001000d4	00454383	lbu	x7,4(x10)	 x10:0x001016f0  x7=0x0000006f PA:0x001016f4 store:0x00000000
            698	       345	001000d8	02038c63	beq	x7,x0,100110	  x7:0x0000006f  x0:0x00000000
            702	       347	001000dc	0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x0000006f PA:0x00020000 store:0x0000006f load:0x00000000
            706	       349	001000e0	00554583	lbu	x11,5(x10)	 x10:0x001016f0 x11=0x00000020 PA:0x001016f5 store:0x0000006c
            708	       350	001000e4	02058663	beq	x11,x0,100110	 x11:0x00000020  x0:0x00000000
            712	       352	001000e8	00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
            716	       354	001000ec	00654603	lbu	x12,6(x10)	 x10:0x001016f0 x12=0x00000073 PA:0x001016f6 store:0x0000006c
            718	       355	001000f0	02060063	beq	x12,x0,100110	 x12:0x00000073  x0:0x00000000
            722	       357	001000f4	00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000073 PA:0x00020000 store:0x00000073 load:0x00000000
            726	       359	001000f8	00754683	lbu	x13,7(x10)	 x10:0x001016f0 x13=0x00000069 PA:0x001016f7 store:0x0000006f
            728	       360	001000fc	00850513	addi	x10,x10,8	 x10:0x001016f0 x10=0x001016f8
            730	       361	00100100	00068863	beq	x13,x0,100110	 x13:0x00000069  x0:0x00000000
            734	       363	00100104	00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x00000069 PA:0x00020000 store:0x00000069 load:0x00000000
            738	       365	00100108	00054803	lbu	x16,0(x10)	 x10:0x001016f8 x16=0x0000006d PA:0x001016f8 store:0x00000000
            742	       367	0010010c	fa0810e3	bne	x16,x0,1000ac	 x16:0x0000006d  x0:0x00000000
            748	       370	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x0000006d PA:0x00020000 store:0x0000006d load:0x00000000
            752	       372	001000b0	00154703	lbu	x14,1(x10)	 x10:0x001016f8 x14=0x00000070 PA:0x001016f9 store:0x00100fc8
            754	       373	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000070  x0:0x00000000
            758	       375	001000b8	00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000070 PA:0x00020000 store:0x00000070 load:0x00000000
            762	       377	001000bc	00254283	lbu	x5,2(x10)	 x10:0x001016f8  x5=0x0000006c PA:0x001016fa store:0x00137fc0
            764	       378	001000c0	04028863	beq	x5,x0,100110	  x5:0x0000006c  x0:0x00000000
